CodeN1,"Niv. 1 (Domaine d'activité général)",CodeN2,"Niv. 2(précision sur le domaine d'activité)",CodeN3,"Niv. 3(précision du type d'exercice professionnel si besoin)",CodeN4,"Niv. 4(précision détaillée du type de profession si besoin)",Code final
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",01,Gestion d'installations sportives,07151001
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",02,Activités de clubs de sports,07151002
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",03,Activités des centres de culture physique,07151003
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",04,Promotion d'évènements sportifs,07151004
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",05,"Guide de haute montagne, accompagnateur de moyenne montagne",07151005
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",06,"Sportifs, arbitres et juges-arbitres professionnels",07151006
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",07,Entrainement et dressage d'équidés domestiques,07151007
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",08,Entrainement et dressage (hors équidés),07151008
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",09,Activités des parcs d'attractions et parcs à thèmes,07151009
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",10,"Organisation ou production d'évènement récréatif, Exploitation des zones d'activités récréatives",07151010
07,Activités de services,15,"Arts, culture et divertissement",10,"Activités sportives, récréatives et de loisirs",11,Animateur et accompagnateur en activités récréatives,07151011
07,Activités de services,16,Autres services personnels,01,Blanchisserie-teinturerie de gros.,00,,07160100
07,Activités de services,16,Autres services personnels,02,Laveries automatiques,00,,07160200
07,Activités de services,16,Autres services personnels,03,"Laveries, blanchisserie et teintureries de détail.",00,,07160300
07,Activités de services,16,Autres services personnels,04,Pressings.,00,,07160400
07,Activités de services,16,Autres services personnels,05,Coiffure,00,,07160500
07,Activités de services,16,Autres services personnels,06,Soins de beauté,01,Soins et modelages esthétiques,07160601
07,Activités de services,16,Autres services personnels,06,Soins de beauté,02,"Prothésiste ongulaire , extension de cils et autres soins de beauté",07160602
07,Activités de services,16,Autres services personnels,07,Services funéraires,00,,07160700
07,Activités de services,16,Autres services personnels,08,"Embaumement, soins mortuaires.",00,,07160800
07,Activités de services,16,Autres services personnels,09,Entretien corporel,00,,07160900
07,Activités de services,16,Autres services personnels,10,services personnels divers,00,,07161000
07,Activités de services,16,Autres services personnels,11,"Dressage, Toilettage, éducation comportementaliste et pension pour animaux de compagnie.",01,Dressage d'animaux de compagnie et de chiens guide d'aveugle,07161101
07,Activités de services,16,Autres services personnels,11,"Dressage, Toilettage, éducation comportementaliste et pension pour animaux de compagnie.",02,"Toilettage des chiens, chats et autres animaux de compagnie",07161102
07,Activités de services,16,Autres services personnels,11,"Dressage, Toilettage, éducation comportementaliste et pension pour animaux de compagnie.",03,éducation comportementaliste et pension pour animaux de compagnie,07161103
08,Collaborateur occasionnel du service public,00,,00,,00,,08000000
